date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
2011-11-19,3673750.0,10000.0,0.273,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-11-26,3652500.0,-21250.0,-0.578,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-12-03,3650500.0,-2000.0,-0.055,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-12-10,3617250.0,-33250.0,-0.911,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-12-17,3579500.0,-37750.0,-1.044,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-12-24,3575250.0,-4250.0,-0.119,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-12-31,3568000.0,-7250.0,-0.203,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-01-07,3797000.0,229000.0,6.418,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-01-14,3646500.0,-150500.0,-3.964,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-01-21,3479250.0,-167250.0,-4.587,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-01-28,3451250.0,-28000.0,-0.805,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-02-04,3443750.0,-7500.0,-0.217,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-02-11,3406500.0,-37250.0,-1.082,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-02-18,3397250.0,-9250.0,-0.272,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-02-25,3381750.0,-15500.0,-0.456,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-03-03,3375750.0,-6000.0,-0.177,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-03-10,3373500.0,-2250.0,-0.067,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-03-17,3363500.0,-10000.0,-0.296,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-03-24,3349500.0,-14000.0,-0.416,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-03-31,3329250.0,-20250.0,-0.605,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-04-07,3322250.0,-7000.0,-0.21,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-04-14,3325500.0,3250.0,0.098,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-04-21,3320500.0,-5000.0,-0.15,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-04-28,3323000.0,2500.0,0.075,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-05-05,3323250.0,250.0,0.008,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-05-12,3318000.0,-5250.0,-0.158,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-05-19,3314250.0,-3750.0,-0.113,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-05-26,3328000.0,13750.0,0.415,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-06-02,3328250.0,250.0,0.008,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-06-09,3330500.0,2250.0,0.068,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-06-16,3336000.0,5500.0,0.165,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-06-23,3329500.0,-6500.0,-0.195,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-06-30,3323750.0,-5750.0,-0.173,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-07-07,3316500.0,-7250.0,-0.218,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-07-14,3312500.0,-4000.0,-0.121,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-07-21,3303750.0,-8750.0,-0.264,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-07-28,3305750.0,2000.0,0.061,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-08-04,3302750.0,-3000.0,-0.091,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-08-11,3300000.0,-2750.0,-0.083,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-08-18,3304000.0,4000.0,0.121,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-08-25,3306250.0,2250.0,0.068,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-09-01,3312500.0,6250.0,0.189,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-09-08,3316500.0,4000.0,0.121,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-09-15,3319000.0,2500.0,0.075,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-09-22,3315750.0,-3250.0,-0.098,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-09-29,3311250.0,-4500.0,-0.136,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-10-06,3307000.0,-4250.0,-0.128,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-10-13,3303500.0,-3500.0,-0.106,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-10-20,3297750.0,-5750.0,-0.174,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-10-27,3276250.0,-21500.0,-0.652,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-11-03,3294500.0,18250.0,0.557,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-11-10,3310000.0,15500.0,0.47,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-11-17,3320000.0,10000.0,0.302,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-11-24,3326250.0,6250.0,0.188,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-12-01,3283000.0,-43250.0,-1.3,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-12-08,3249250.0,-33750.0,-1.028,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-12-15,3212750.0,-36500.0,-1.123,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-12-22,3206000.0,-6750.0,-0.21,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2012-12-29,3189000.0,-17000.0,-0.53,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-01-05,3359250.0,170250.0,5.339,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-01-12,3239250.0,-120000.0,-3.572,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-01-19,3130000.0,-109250.0,-3.373,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-01-26,3132750.0,2750.0,0.088,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-02-02,3114750.0,-18000.0,-0.575,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-02-09,3108000.0,-6750.0,-0.217,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-02-16,3082500.0,-25500.0,-0.82,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-02-23,3058750.0,-23750.0,-0.77,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-03-02,3042750.0,-16000.0,-0.523,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-03-09,3028500.0,-14250.0,-0.468,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-03-16,3026500.0,-2000.0,-0.066,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-03-23,3027250.0,750.0,0.025,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-03-30,3044500.0,17250.0,0.57,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-04-06,3057500.0,13000.0,0.427,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-04-13,3056500.0,-1000.0,-0.033,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-04-20,3051750.0,-4750.0,-0.155,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-04-27,3041500.0,-10250.0,-0.336,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-05-04,3033000.0,-8500.0,-0.279,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-05-11,3020750.0,-12250.0,-0.404,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-05-18,3019000.0,-1750.0,-0.058,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-05-25,3012250.0,-6750.0,-0.224,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-06-01,3001500.0,-10750.0,-0.357,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-06-08,3008750.0,7250.0,0.242,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-06-15,3002750.0,-6000.0,-0.199,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-06-22,2990250.0,-12500.0,-0.416,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-06-29,2991250.0,1000.0,0.033,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2013-07-06,3018500.0,27250.0,0.911,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
