date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
08/2004,1.47,-0.1,-6.369,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
09/2004,1.38,-0.09,-6.122,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
10/2004,1.38,0.0,0.0,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
11/2004,1.5,0.12,8.696,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
12/2004,1.37,-0.13,-8.667,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
01/2005,1.16,-0.21,-15.328,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
02/2005,1.54,0.38,32.759,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
03/2005,1.39,-0.15,-9.74,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
04/2005,1.64,0.25,17.986,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
05/2005,1.31,-0.33,-20.122,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
06/2005,1.67,0.36,27.481,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
07/2005,1.68,0.01,0.599,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
08/2005,1.78,0.1,5.952,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
09/2005,1.3,-0.48,-26.966,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
10/2005,1.35,0.05,3.846,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
11/2005,1.51,0.16,11.852,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
12/2005,1.7,0.19,12.583,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
01/2006,1.85,0.15,8.824,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
02/2006,1.62,-0.23,-12.432,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
03/2006,1.58,-0.04,-2.469,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
04/2006,1.43,-0.15,-9.494,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
05/2006,1.08,-0.35,-24.476,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
06/2006,1.13,0.05,4.63,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
07/2006,0.72,-0.41,-36.283,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
08/2006,1.01,0.29,40.278,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
09/2006,0.88,-0.13,-12.871,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
10/2006,1.08,0.2,22.727,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
11/2006,0.82,-0.26,-24.074,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
12/2006,1.0,0.18,21.951,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
01/2007,1.28,0.28,28.0,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
02/2007,1.09,-0.19,-14.844,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
03/2007,1.34,0.25,22.936,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
04/2007,1.04,-0.3,-22.388,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
05/2007,1.21,0.17,16.346,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
06/2007,0.7,-0.51,-42.149,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
07/2007,0.51,-0.19,-27.143,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
08/2007,0.55,0.04,7.843,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
09/2007,0.4,-0.15,-27.273,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
10/2007,0.61,0.21,52.5,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
11/2007,0.43,-0.18,-29.508,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
12/2007,0.25,-0.18,-41.86,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
01/2008,0.41,0.16,64.0,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
02/2008,0.32,-0.09,-21.951,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
03/2008,0.19,-0.13,-40.625,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
04/2008,0.18,-0.01,-5.263,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
05/2008,0.0,-0.18,-100.0,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
06/2008,-0.12,-0.12,-inf,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
07/2008,-0.41,-0.29,241.667,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
08/2008,-0.79,-0.38,92.683,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
09/2008,-0.6,0.19,-24.051,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
10/2008,-1.18,-0.58,96.667,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
11/2008,-1.77,-0.59,50.0,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
12/2008,-1.88,-0.11,6.215,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
01/2009,-2.32,-0.44,23.404,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
02/2009,-2.29,0.03,-1.293,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
03/2009,-2.65,-0.36,15.721,USSLIND,2020-06-15,2020-06-15,Leading Index for the United States,1982-01-01,2020-02-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2020-04-14 09:16:10-05,83,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
